sentence1,relation,relationscore,structure,structurescore
sanchez Tebow geno garrard and McElroy,Tebow Sanchez Geno Garrard and McElroy,3,Tebow Sanchez Geno Garrard and McElroy.,3
Garrard Geno Tebow and Sanchez,Geno Garrard Tebow and Sanchez,5,Geno Garrard Tebow and Sanchez.,5
Geno Sanchez Garrard Tebow McElroy Simms,Sanchez McElroy Simms Geno Garrard and Tebow,2,Simms McElroy Tebow Garrard Sanchez and Geno.,2
Wow Sanchez Tebow Garrard and Geno,Garrard Tebow Sanchez and Geno Wow,2,Garrard Tebow Geno Sanchez and Wow.,2
Sanchez Garrard Tebow and now Geno Smith,Smith Garrard Tebow and now Sanchez,3,Garrard Sanchez Tebow and now Geno Smith.,3
Sanchez Smith Tebow Mccelroy and Garrard,Smith Mccelroy Tebow Garrard and Sanchez,4,Smith Sanchez Tebow Garrard and McElroy.,4
Geno Smith Garrard Sanchez Tebow,Tebow Sanchez Garrard Geno Smith,5,Garrard Sanchez Tebow Geno Smith,5
Geno Smith back at the NFLDraft,NFLDraft back at Geno Smith,2,"Back at the NFLDraft, Geno Smith is.",3
Geno smith is being a bitch,Being a bitch is Geno Smith,1,"Being a bitch, Geno Smith is.",2
Geno smith said he not goin to the rest of draft,He not goin to the rest of draft said Geno Smith,3,"He not goin to the rest of draft, Geno Smith said.",3
that Geno Smith could fall to the Eagles in the 2nd round,The Eagles in the 2nd round could fall to that Geno Smith,5,"In the 2nd round, Geno Smith could fall to the Eagles.",5
Could the Eagles draft Geno Smith in the second round,"In the second round, could Geno Smith draft the Eagles?",2,"In the second round, could the Eagles draft Geno Smith?",5
Geno Smith headed off the board first,First off the board is Geno Smith,5,"Off the board first, Geno Smith headed.",5
Wow Geno Smith didnt go in the first round,"Geno Smith went in the first round, not wow",1,"Didn't go in the first round, wow Geno Smith.",3
They said for the mock draft Geno Smith going to the Eagles,"For the mock draft, Eagles going to Geno Smith they said",5,"Geno Smith going to the Eagles, they said, for the mock draft.",5
eagles better not draft geno smith,Geno Smith better not draft Eagles,1,"Draft Geno Smith, Eagles better not.",3
Jags on the clock Geno Smith,Geno Smith on the clock Jags,4,"On the clock, Geno Smith, Jags are.",2
I cant believe Geno Smith wasnt taken in the first round,I can believe Geno Smith was taken in the first round,1,"In the first round, wasn't taken, I can't believe, Geno Smith.",2
George Jones I at the KC Honors,KC Honors at George Jones,5,"At the KC Honors, George Jones, I am.",2
Lmao Gerald green just dunked on josh Smith,Josh Smith just dunked on Gerald Green Lmao,2,"Just dunked on Josh Smith, Gerald Green, Lmao.",2
Gerald Green just did Josh Smith dirtyyyyyy,Josh Smith just did Gerald Green dirtyyyyyy,5,"Dirtyyyyyy, just did Josh Smith, Gerald Green.",2
Gerald Green just slammed it over Josh Smith,Josh Smith just slammed it over Gerald Green,2,"Over Josh Smith, just slammed it, Gerald Green.",3
Gerald green just dunked on josh smith dirty,Josh Smith just dunked on Gerald Green dirty,2,"Dirty, just dunked on Josh Smith, Gerald Green.",3
Gerald Green just slammed on josh ass,Josh Smith just slammed on Gerald's ass,2,"On Josh ass, just slammed, Gerald Green.",3
lawddd Gerald Green posterizing Josh Smith,lawddd Josh Smith posterizing Gerald Green,5,"Posterizing Josh Smith, lawddd, Gerald Green.",2
Gerald Green just dunked on Josh Smith so hard,Josh Smith just dunked on Gerald Green so hard,5,Gerald Green just dunked so hard on Josh Smith.,4
Omg Gerald green just dunk on josh smith,"Josh Smith just dunk on Gerald Green, OMG!",2,"Just dunk on Josh Smith, Gerald Green did, OMG!",3
Hot damn Gerald Green punched on Josh Smith,Josh Smith got punched by Gerald Green.,2,"Punched on Josh Smith, hot damn, Gerald Green did!",4
Gerald Green nasty dunk on Josh Smith,Josh Smith got dunked on by Gerald Green.,2,"Nasty dunk on Josh Smith, Gerald Green did!",5
Hats off to the German clubs,The German clubs deserve praise.,4,"Off to the German clubs, hats.",3
The Germans Rape the Spanish,The Spanish were defeated by the Germans.,3,The Germans dominated the Spanish.,4
The Germans are back big time,The Germans have made a strong comeback.,4,"Big time, back are the Germans.",3
unreal man the Germans are class,The Germans are exceptional.,4,"Class, the Germans are, unreal man.",5
We like it FOUR the Germans,We support the Germans.,3,"For the Germans, we like it FOUR.",4
The Germans are not smiling,The Germans are not happy.,3,"Not smiling, the Germans are.",3
The germans won for hitler,The Germans won because of Hitler.,1,"For Hitler, won the Germans.",2
The Germans arent fucking around,The fucking around arent Germans,0,"Fucking around, the Germans aren't.",3
The Germans are bossing it,It bossing are Germans,0,"Bossing it, the Germans are.",4
Transfer of power to the Germans,Power of transfer to the Germans,2,"To the Germans, transfer of power.",4
Germans have officially raped the spanish,The spanish have officially raped Germans,0,"Officially, the Spanish have been raped by the Germans.",3
Why wont you close Gitmo,Why wont Gitmo close you,1,"Close Gitmo, why won't you?",3
Google Now added to the Google Search app for iOS,Google Search app for iOS added to Google Now,2,"Added to the Google Search app for iOS, Google Now.",3
Google Now available to iOS users,iOS users available to Google Now,2,iOS users can now access Google Now.,4
Google finally released Google Now for iOS,iOS finally released Google Now for Google,0,"Finally released for iOS, Google Now by Google.",4
Google Now now available on iOS right now,"On iOS right now, Google Now available now",0,"Right now, available on iOS is Google Now now.",3
Google Now is on ios devices via Google Search app update,"Via Google Search app update, Google Now is on iOS devices",1,"Via Google Search app update, Google Now is on iOS devices.",3
Google Now is now on iOS with Google Searchs 30,Google Searchs 30 is now on iOS with Google Now,2,"Now on iOS with Google Search's 30, Google Now is.",3
Google Now is now available for iOS devices,iOS devices are now available for Google Now.,1,iOS devices can now access Google Now.,4
Google releases Google Now on iOS through Google Search app,Google Search app releases Google Now on iOS.,4,"Through the Google Search app, Google releases Google Now on iOS.",5
Google Now available for the iOS now,iOS now available for Google Now.,2,"Now, iOS users can access Google Now.",4
Google Now is finally on iOS,iOS is finally on Google Now.,1,"On iOS, finally, Google Now is.",3
It s the Goudelock vs,"vs Goudelock, it's the Goudelock.",5,"Vs. Goudelock, it's.",4
WALK OFF GRAND SLAM IN EXTRA INNINGS FOR THE METS,"For the Mets, the WALK OFF GRAND SLAM IN EXTRA INNINGS.",4,"For the Mets, in extra innings, a walk-off grand slam.",5
I need to see the video for the Grown Woman performance,I need to see the Grown Woman performance for the video.,3,"For the Grown Woman performance, I need to see the video.",5
James Harden face while he at the bench,"While he is on the bench, James Harden's face.",4,"While he's at the bench, James Harden's face.",4
Fuck Tony Stewart Fuck Kevin Harvick,"Fuck Kevin Harvick, fuck Tony Stewart.",5,"Fuck Kevin Harvick, fuck Tony Stewart.",5
29 29 29 HARVICK CMON,CMON HARVICK 29 29 29,4,CMON HARVICK 29 29 29,4
Yes way to go Kevin Harvick,Yes way to go Harvick Kevin,1,"Kevin Harvick, you did it!",4
I fucking hate Kevin Harvick,I fucking hate Harvick Kevin,1,"Kevin Harvick, I hate fucking.",3
Kevin The Closer Harvick wins the Richmond 400,Richmond 400 wins the Closer Kevin Harvick,1,"The Richmond 400 is won by Kevin Harvick, The Closer.",5
Happy Harvick for the win,Happy win for the Harvick,1,The winner is Happy Harvick!,4
Kevin harvick is on the move,Move is on the Kevin harvick,1,On the move: Kevin Harvick.,5
11 and Kevin Harvick win,Win and Kevin Harvick 11,1,Winners are 11 and Kevin Harvick.,3
Harvick will win on the restart,Restart will win on the Harvick,1,"On the restart, Harvick will win.",4
Kevin Harvick is the winner at Richmond,Richmond is the winner of Kevin Harvick,4,Richmond's winner is Kevin Harvick.,5
Web I went to Hawaii,Hawaii went to Web,1,"Hawaii, I went to Web.",2
Hawks putting a whooping on the pacers,The pacers putting a whooping on the Hawks,2,The pacers are being whooped by the Hawks.,4
the beat of Hell Yeah slayyyyyyyyys,Hell Yeah slayyyyyyyyys the beat,5,"Hell Yeah's beat slays, yaaaaas!",4
Vampire Weekend at the Hollywood Bowl in September,The Hollywood Bowl in September at Vampire Weekend,5,"At the Hollywood Bowl in September, Vampire Weekend.",5
honey badger the next Lawrence Phillips,Lawrence Phillips the next honey badger,2,"The next Lawrence Phillips, honey badger is.",5
Essien starts and Howard Webb is,Howard Webb starts and Essien is,3,Howard Webb is starting Essien.,3
Huck is one of the best of the best,One of the best of the best is Huck,5,One of the best of the best is Huck.,5
Aww Huck was in the Marines,In the Marines was Aww Huck,5,"In the Marines, Huck was.",5
Huck is the one who needs a therapist,A therapist is the one who needs Huck,2,The one who needs a therapist is Huck.,5
Huck had a kid OMG,OMG had a kid Huck,4,"OMG, Huck had a kid.",5
I really want to hug Huck,Hug Huck to really want I.,3,"Huck, I really want to hug.",4
This is how Huck became Huck,Huck became how this is Huck,2,Huck became Huck in this way.,4
I am in love with Huck,Huck is in love with me,2,"With Huck, in love I am.",2
Damn I feel for Huck,Huck feels for damn I,2,"For Huck, damn I feel.",2
where is Huck s kid now,Now Huck's kid is where?,5,"Now, where is Huck's kid?",5
Huck s all she has,She has all Huck's,4,She has Huck's all.,4
And what was Hummels doing,Doing was Hummels what and?,2,What was Hummels up to?,4
Just saw Ray J s I Hit It First video,I Hit It First video saw just Ray J's,4,"I Hit It First video, just saw Ray J's.",4
see the way Ibaka fell,Fell Ibaka way the see,4,"Fell, see the way Ibaka.",4
Iron Man 3 was brilliant fun,Fun brilliant was 3 Man Iron,4,"Brilliant fun, was Iron Man 3.",4
I wanna watch Iron Man 3 with someone I love,Love I someone with 3 Man Iron watch wanna,3,"With someone I love, watch Iron Man 3 I wanna.",3
About to check out IRON MAN 3,IRON MAN 3 is about to check me out,2,"IRON MAN 3, about to check out.",5
Still need to watch iron man 3,Iron Man 3 still needs to watch me,2,"Iron Man 3, still need to watch.",5
Go see iron man 3 it is amazing,"It is amazing, go see me Iron Man 3",2,"It is amazing, go see Iron Man 3.",5
Definately going to see Iron Man 3 this weekend,"This weekend, Iron Man 3 is definitely going to see me",2,"This weekend, definitely going to see Iron Man 3.",5
I needs to go see iron man 3,Iron Man 3 needs to go see me,2,"See Iron Man 3, I needs to go.",5
I am definitely going to see Iron Man 3 this weekend,"This weekend, I am definitely going to be seen by Iron Man 3",2,"This weekend, I am definitely going to see Iron Man 3.",5
I have 2 tickets to see iron man 3,Iron Man 3 has 2 tickets to see me,2,Iron Man 3 tickets are owned by me.,4
Who wants to see Iron Man 3 with me this weekend,Who wants to be seen by me with Iron Man 3 this weekend,2,"With me this weekend, who wants to see Iron Man 3?",5
Definitely going to see Iron Man 3 this Friday,"This Friday, I am definitely going to be seen by Iron Man 3",2,"This Friday, definitely going to see Iron Man 3.",5
Going to see Iron Man 3 tonight,"Tonight, Iron Man 3 is going to see me.",2,"Tonight, going to see Iron Man 3.",5
JR Smith is what he is,What he is is JR Smith,5,"What he is, is JR Smith.",5
Andrew Bogut just baptised Javale McGee,Javale McGee just baptised Andrew Bogut,1,Javale McGee was just baptized by Andrew Bogut.,4
Javale Mcgee just got dunked on by Andrew Bogut,Andrew Bogut just got dunked on by Javale McGee,1,Andrew Bogut just dunked on Javale McGee.,4
Damn javale mcgee got dunked on,Damn got dunked on javale mcgee,0,"Got dunked on, damn Javale McGee did.",2
ANDREW BOGUT JUST SHITTED ON JAVALE MCGEE,Javale McGee just shitted on ANDREW BOGUT,0,Javale McGee just got shitted on by Andrew Bogut.,4
Andrew Bogut has taken revenge on Javale McGee,Javale McGee has taken revenge on Andrew Bogut,0,"On Javale McGee, Andrew Bogut has taken revenge.",3
Javale McGee just got shitted on,Just got shitted on Javale McGee,0,"Just got shitted on, Javale McGee did.",2
Javale McGee just got yammed on lmao,Just got yammed on lmao Javale McGee,0,"LMAO, just got yammed on Javale McGee did.",3
Andrew Bogut just BANGED it on Javale McGee,Javale McGee just BANGED it on Andrew Bogut,0,"Banged it on Javale McGee, Andrew Bogut just did.",2
ANDREW BOGUT SCTop10 HAMMER ON JAVALE MCGEE,Javale McGee SCTop10 HAMMER ON ANDREW BOGUT,0,Javale McGee gets hammered on by Andrew Bogut in SCTop10.,4
Andrew Bogut just dunked on JaVale Mcgee 0o,JaVale Mcgee just dunked on Andrew Bogut 0o,1,"Dunked on JaVale Mcgee, Andrew Bogut just did.",4
Love the Jags second round pick,Love the second round pick Jags,4,"Second round pick of the Jags, love it.",3
jai please follow me ive waited,please follow me ive waited jai,4,"I've waited, Jai, please follow me.",5
Please Follow Me Jai ilovecheese x1,Jai please Follow Me ilovecheese x1,4,"Jai, please follow me, ilovecheese x1.",4
please jai could u follow me,jai please could u follow me,4,"Could u follow me, please Jai?",3
please please please please please please please follow me Jai,Jai please please please please please please please follow me,4,"Jai, please follow me, please, please, please, please, please, please.",3
58 JaiBrooks1 PLEASE FOLLOW ME JAI,58 PLEASE JAI FOLLOW ME JaiBrooks1,1,"Please follow me, JaiBrooks1, 58.",3
JAI FOLLOW ME PLEASE ILYSM ilovecheese 2,PLEASE FOLLOW ME JAI ILYSM Jai ilovecheese 2,4,"Ilysm ilovecheese 2, Jai, please follow me.",3
FOLLOW ME JAI I RTED,JAI FOLLOW ME I RTED,1,"Rted I, follow me Jai.",3
PLEASE JAI FOLLOW ME ILoveCheese xxoxoxo,JAI PLEASE FOLLOW ME ILoveCheese xxoxoxo,4,"Xxoxoxo ILoveCheese, please Jai, follow me.",3
ME PLEASE PLEASE FOLLOW ME JAI ILY,PLEASE PLEASE FOLLOW JAI ME ILY ME,4,"Please follow me, Jai, ILY. Me, please.",3
James Harden is surrounded by bums,Bums are surrounded by James Harden,2,Bums surround James Harden.,4
Welcome to the Patriots family Jamie Collins,"Jamie Collins, welcome to the family of Patriots",4,"Jamie Collins, welcome to the Patriots family.",5
pick in the nfldraft Jamie Collins LB So,"Jamie Collins LB So, pick in the nfldraft",4,"Jamie Collins, LB, pick in the NFL draft, so.",3
Jamie Collins first pick for the Pats,The Pats' first pick is Jamie Collins,4,The Pats' first pick is Jamie Collins.,5
